objet,acheteur_nom,titulaire_nom,montant_rationalise,montant_anomalie,dateNotification
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAI- CATHETER ANGIOPLASTIE CORONAIRE NON COMPLIANT",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,170000.0,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAJ- CATHETER ANGIOPLASTIE CORONAIRE SEMI-COMPLIANT",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,396000.0,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAC- ENDOPROTHESE CARDIAQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,708056.0,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAD-  ENDOPROTHESE CARDIAQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,630878.4,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAE- ENDOPROTHESE CARDIAQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,803614.0,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAH- ENDOPROTHESE CARDIAQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,75649.0,,2026-06-03
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAA- CATHETER DIAGNOSTIC BIPOLAIRE OU QUADRIPOLAIRE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,363168.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAD- STIMULATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BIOTRONIK FRANCE,1532219.2,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAD- STIMULATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,1149164.4,,2026-06-02
"Fourniture d¿implants d¿orthopédie, pour prothèses articulaires, pour ostéosynthèse, pour ligamentoplastie, de ciment orthopédique et prêt des ancillaires associés",CTRE HOSPITALIER VILLEFRANCHE S SAONE,STRYKER FRANCE SA,496861.64,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAA- CATHETER DIAGNOSTIC BIPOLAIRE OU QUADRIPOLAIRE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,112112.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAX- EXTENSION DE CATHETER GUIDE SANS SIDE HOLES",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,114000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAA- ENDOPROTHESE AORTIQUE ABDOMINALE SUS RENALE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,56667.36,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAA- DEFIBRILLATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BIOTRONIK FRANCE,2051096.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAA- DEFIBRILLATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,2062832.26,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAB- DEFIBRILLATEUR EXTRA-VASCULAIRE AVEC SONDE SOUS STERNALE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,640000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAD- STIMULATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,998103.6,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAP- ENDOPROTHESE INDICATION ARTERES DE JAMBES",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,95620.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAK- ENDOPROTHESE VASCULAIRE AUTO-EXPANSIBLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,594000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAH- PROTHESE VASCULAIRE DROITE ET BIFURQUEE TRICOTEE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,57184.2,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - AAI- PROTHESE DE RACINE AORTIQUE AVEC RENFLEMENT TYPE VALSALVA",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,69324.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - IAE- CATHETER THERM.POUR MONITEUR PICCO",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,177984.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAC- CATHETER D’ABLATION THERAPEUTIQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,96720.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAC- CATHETER D’ABLATION THERAPEUTIQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),JOHNSON & JOHNSON MEDICAL SAS,167598.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAD- CATHETER PR PROCEDURES D’ABLATION PAR RADIOFREQUENCE D’ARYTHMIE AVEC SON SYSTEME DE NAVIGATIO",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,574210.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAD- CATHETER PR PROCEDURES D’ABLATION PAR RADIOFREQUENCE D’ARYTHMIE AVEC SON SYSTEME DE NAVIGATIO",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,1940310.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAD- CATHETER PR PROCEDURES D’ABLATION PAR RADIOFREQUENCE D’ARYTHMIE AVEC SON SYSTEME DE NAVIGATIO",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),JOHNSON & JOHNSON MEDICAL SAS,4537050.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAF- CATHETER POUR ABLATION SINGLE SHOT",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,3360000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAC- DEFIBRILLATEUR EXTRA-VASCULAIRE AVEC SONDE SOUS CUTANEE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,3259770.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAA- DEFIBRILLATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,3060970.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAA- DEFIBRILLATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,1633679.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - FAQ- CATHETER GUIDE D’ACCES RADIAL",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,70000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - FAY- MICRO-CATHETER GUIDE DEPENDANT",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,171600.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAO- ENDOPROTHESE VASCULAIRE AUTO-EXPANSIBLE AVEC PRINCIPE ACTIF",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,163644.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAN ENDOPROTHESE VASCULAIRE EXPANSION PAR BALLONNET COUVERTE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,394310.4,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAK- ENDOPROTHESE VASCULAIRE AUTO-EXPANSIBLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,422564.4,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - DAG-  PROTHESE VASCULAIRE POLYESTER",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),GETINGE FRANCE,95604.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - FAA- ENDOPROTHESE INTRACRANIENNE - FLOW DIVERTER",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),STRYKER FRANCE SA,1340976.6,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAC- CATHETER D’ABLATION THERAPEUTIQUE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,297360.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - FAD- ENDOPROTHESE INTRACRANIENNE A CELLULES OUVERTES",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),STRYKER FRANCE SA,678956.2,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - JAD- STIMULATEUR CARDIAQUE IMPLANTABLE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,2298328.8,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAB- CATHETER DIAGNOSTIC ORIENTABLE DECA OU DUODECAPOLAIRE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),ABBOTT MEDICAL FRANCE SAS,273000.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - GAS- CATHETER GUIDE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),MEDTRONIC FRANCE,446600.0,,2026-06-02
"Fourniture de dispositifs médicaux de cardiologie, électrophysiologie, radiologie, chirurgie cardiaque, chirurgie vasculaire, neuroradiologie, assistance monitoring invasif  et mise à disposition des équipements associés - KAB- CATHETER DIAGNOSTIC ORIENTABLE DECA OU DUODECAPOLAIRE",CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS (CHRU TROUSSEAU CHAMBRAY),BOSTON SCIENTIFIC,270816.0,,2026-06-02
RESAH ORTHOCAT Implant Rachis STRYKER ou équivalent,CTRE HOSPITALIER VILLEFRANCHE S SAONE,STRYKER FRANCE SA,194693.36,,2026-06-01
FOURNITURE DE PROTHESES VASCULAIRES_LOT 4-5-6-7,GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE (HOPITAL DU HASENRAIN),GETINGE FRANCE,543894.02,,2026-06-01
IMPLANT INJECTABLE CORDES VOCALES,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,MEDTRONIC FRANCE,47200.0,,2026-06-01
"FOURNITURE DE DISPOSITIFS MEDICAUX STERILES DE CORONAROGRAPHIE, D’ANGIOPLASTIE ET DE RYTHMOLOGIE - ENDOPROTHESE CORONAIRE COUVERTE",GROUPE HOSPITALIER SAINTES-SAINT-JEAN-D'ANGELY,BIOTRONIK FRANCE,36972.0,,2026-05-29
FOURNITURE D’IMPLANTS D’ORTHOPÉDIE - ORTHOCAT - PROTHÈSE GENOU,CENTRE HOSPITALIER UNIVERSITAIRE REIMS,STRYKER FRANCE SA,326749.45,,2026-05-28
XVASS - ENDOPROTHESE VASCULAIRE PERIPHERIQUE COUVERTE,CENTRE HOSPITALIER DE VALENCIENNES,GETINGE FRANCE,98577.6,,2026-05-27
XRADI - CATHETER PORTEUR DOUBLE LUMIERE A BALLONNET,CENTRE HOSPITALIER DE VALENCIENNES,MEDTRONIC FRANCE,476280.0,,2026-05-26
"XRADI - IMPLANT D’EMBOLISATION ARTERIELLE METALLIQUE POUSSE, ARTERES PERIPHERIQUES",CENTRE HOSPITALIER DE VALENCIENNES,BOSTON SCIENTIFIC,97392.0,,2026-05-26
XRADI - MICRO GUIDE POUR CATHETERISME DIFFICILE,CENTRE HOSPITALIER DE VALENCIENNES,STRYKER FRANCE SA,844800.0,,2026-05-26
XRADI - MICRO GUIDE POUR CATHETERISME DIFFICILE,CENTRE HOSPITALIER DE VALENCIENNES,BOSTON SCIENTIFIC,520320.0,,2026-05-26
XRADI - CATHETER DE DILATATION PERIPHERIQUE NON COMPLIANT ARTERIEL,CENTRE HOSPITALIER DE VALENCIENNES,BOSTON SCIENTIFIC,192000.0,,2026-05-26
XRADI - STENT CAROTIDIEN MONORAIL,CENTRE HOSPITALIER DE VALENCIENNES,BOSTON SCIENTIFIC,275105.16,,2026-05-26
XRADI - CATHETER DE THROMBOASPIRATION,CENTRE HOSPITALIER DE VALENCIENNES,STRYKER FRANCE SA,1906996.8,,2026-05-26
XRADI - MICRO CATHETER,CENTRE HOSPITALIER DE VALENCIENNES,BOSTON SCIENTIFIC,519480.0,,2026-05-26
XRADI-1 - IMPLANT D’EMBOLISATION LIQUIDE,CENTRE HOSPITALIER DE VALENCIENNES,MEDTRONIC FRANCE,108000.0,,2026-05-21
Cathéter pour IVUS,CENTRE HOSPITALIER D ANGOULEME,BOSTON SCIENTIFIC,45900.0,,2026-05-20
Endoprothèse coronaire avec libération de principe actif,CENTRE HOSPITALIER D ANGOULEME,BOSTON SCIENTIFIC,432696.0,,2026-05-20
Endoprothèse coronaire avec libération de principe actif,CENTRE HOSPITALIER D ANGOULEME,MEDTRONIC FRANCE,236016.0,,2026-05-20
Cathéter guide,CENTRE HOSPITALIER D ANGOULEME,MEDTRONIC FRANCE,68000.0,,2026-05-20
Endoprothèse coronaire avec libération de principe actif,CENTRE HOSPITALIER D ANGOULEME,ABBOTT MEDICAL FRANCE SAS,78672.0,,2026-05-20
"Fourniture de stents périphériques acier couvert PTFE artère viscérale pour les besoins du CH de Saint-Lô
",CENTRE HOSPITALIER UNIVERSITAIRE DE CAEN NORMANDIE,GETINGE FRANCE,95000.0,,2026-05-05
XORTO - IMPLANT ADAPTATIF DU SCAPHOIDE PROXIMAL,CENTRE HOSPITALIER DE VALENCIENNES,STRYKER FRANCE SA,117292.8,,2026-05-04
XORTO - PROTHESE DE COUDE,CENTRE HOSPITALIER DE VALENCIENNES,ZIMMER BIOMET FRANCE,183747.2,,2026-05-04
